headline,newspaper,ai_model,approach,file,headline_length,generated_rouge1_f,generated_rouge2_f,generated_rougeL_f,generated_hl_rouge1_f,generated_hl_rouge2_f,generated_hl_rougeL_f,original_hl_rouge1_f,original_hl_rouge2_f,original_hl_rougeL_f
"Цена на «однушку» в Москве выросла на 86% за пять лет, цена студии — на 97%",tvrain,gpt,universal,tvrain_combined_gpt_04_05_18_42.csv,16,0.15584415180000386,0.03921568244414579,0.15584415180000386,0.30243902130922073,0.23021582434216661,0.30243902130922073,0.19230768762019243,0.09230768753964522,0.1730769183894232
"Во Владивостоке прошел детский парад «Правнуки Победы», на который пригласили детей из КНДР",tvrain,gpt,universal,tvrain_combined_gpt_04_05_18_42.csv,13,0.09782608355387537,0.008658005682803067,0.08695651833648407,0.25274724944330396,0.08733624165824459,0.230769227465282,0.20512820013149255,0.02439023890541447,0.17948717449046694
В ближайшие дни на Землю упадет советская межпланетная станция «Космос-482» весом в полтонны,tvrain,gpt,universal,tvrain_combined_gpt_04_05_18_42.csv,13,0.17712176635557808,0.017857138074158025,0.1697416925548401,0.31527093250988864,0.1897233169866738,0.3054187157611202,0.13924050225524767,0.05464480477171637,0.12658227440714642
"Ученые создали лекарство, нейтрализующее яд 19 самых смертоносных змей",tvrain,gpt,universal,tvrain_combined_gpt_04_05_18_42.csv,9,0.13986013523204083,0.01204818817190624,0.13986013523204083,0.19642856838169645,0.07843136979746261,0.1785714255245536,0.10958903699756067,0.0,0.09589040686057437
Релиз GTA VI перенесли на май 2026 года,tvrain,gpt,universal,tvrain_combined_gpt_04_05_18_42.csv,8,0.181132070830616,0.026143786263190173,0.16603773120797452,0.15706806070886214,0.09954750937613893,0.15706806070886214,0.1666666635680556,0.04511277899711705,0.14999999690138896
Лавров и глава МИД Тоголезской Республики обменялись поздравительными телеграммами,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,9,0.3122362821891079,0.14432989237491306,0.28691982649290537,0.24277456383975407,0.12903225588566333,0.24277456383975407,0.45762711511490956,0.3593749966711427,0.44067796257253666
Президент Доминиканы встретился с главой МИД РФ,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,7,0.21395348346306123,0.045801521899656715,0.1860465067188752,0.14814814640768176,0.08284023526627221,0.14814814640768176,0.1698113186027056,0.08403361149918796,0.1698113186027056
Кабмин одобрил проект соглашения о безвизовом режиме с Мьянмой,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,9,0.21402213545839527,0.10843373020177115,0.20664206165765728,0.21874999758300778,0.16450216243773544,0.21874999758300778,0.3157894704483013,0.2064516100262227,0.3007518764633389
"Йеллен: пошлины, введенные Трампом, грозят стране рецессией",tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,7,0.2378378328851718,0.10660980315692349,0.22702702207436098,0.22340425333465372,0.16450216284927194,0.22340425333465372,0.1071428554436384,0.07857142718392858,0.09821428401506699
"Группа ""Аэрофлот"" с июня запустит два регулярных рейса между Красноярском и Анадырем",tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,12,0.23008849057561293,0.06944443944661495,0.23008849057561293,0.24285713983265306,0.10650887297503596,0.2285714255469388,0.2898550694055871,0.18285714016914287,0.2898550694055871
Цена Brent на ICE опустилась ниже $60 за баррель впервые с 9 апреля,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,13,0.2153846111642341,0.12451361454374799,0.2153846111642341,0.226415091865037,0.15533980376661327,0.226415091865037,0.5365853618173706,0.3838383801652894,0.5365853618173706
Посол РФ: сумма инвестиций России в Казахстан вдвое больше официальных данных,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,11,0.23463686651087678,0.07272726772768631,0.22905027433210584,0.25233644561752117,0.13229571726990574,0.23364485683247446,0.24324324034696862,0.13793103194081124,0.24324324034696862
В РФ дилеры ожидают роста продаж новых легковых авто за апрель на 15-20%,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,13,0.18589743117870655,0.04580152199755308,0.18589743117870655,0.16901408179230315,0.034883718699297066,0.14084506770779615,0.1388888869860254,0.06792452677935211,0.12962962772676612
Башкирия намерена делать упор на несырьевом неэнергетическом экспорте и экспорте услуг,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,11,0.16822429417261106,0.04651162300075502,0.16822429417261106,0.17499999753828127,0.08333333106825094,0.17499999753828127,0.20289854874932903,0.12244897775926697,0.20289854874932903
FT: ЕС может ограничить сроки соглашения с Лондоном в области продовольствия,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,11,0.2760942711011349,0.10781670660951338,0.2760942711011349,0.2566844890720352,0.14847161331629832,0.24598930190625984,0.2954545424076705,0.18446601679328872,0.2954545424076705
"""Авито Услуги"": спрос на услуги нянь в апреле в России вырос на 8%",tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,13,0.21084336849415744,0.08510637798098716,0.19277107933753101,0.22222221944444445,0.12749003744067555,0.21212120934343434,0.2799999972445,0.20661156777371767,0.2599999972445
В Госдуме опровергли сообщения о необходимости регистрации теплиц на дачах,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,10,0.17021276109048852,0.023391808051709206,0.16312056250892826,0.18749999750868057,0.09482758408442336,0.16666666417534726,0.24657533936573467,0.15662650321962554,0.24657533936573467
"На первый конкурс Президентского фонда природы подали более 1,6 тыс. заявок",tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,11,0.22888282883294117,0.08602150039579172,0.21253405499097933,0.25870646478552517,0.1725490171269512,0.24875621602930625,0.25423728560937947,0.1901408428042551,0.24576270933819308
В Москве более 500 человек приняли участие в акции солидарности профсоюзов,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,11,0.22653721197557639,0.08290154954159872,0.20711973624742105,0.29487179192636426,0.20833333062554257,0.29487179192636426,0.22009569145944463,0.13281249787139895,0.210526313469014
"В Тверской области слесарь первым получил звание ""Герой Труда""",tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,9,0.14662756098279187,0.037558680490093005,0.14662756098279187,0.1458333314670139,0.04761904622480478,0.1458333314670139,0.14814814625570397,0.08490565874555005,0.13756613567369336
"Кабмин выделил ЕАО 233,6 млн рублей на реконструкцию моста через реку Хинган",tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,12,0.18565400388755374,0.08421052176054196,0.1772151853221529,0.17341040266898328,0.1372549002715302,0.17341040266898328,0.21568627147827762,0.11764705614010318,0.19607842834102268
Уровень воды в районе села Ильинка Тюменской области достиг пика,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,10,0.20447283845053038,0.056122444008876955,0.20447283845053038,0.2045454525309918,0.1089108892260563,0.2045454525309918,0.19209039347569348,0.12931034318110882,0.19209039347569348
По ОМС за последние несколько лет стали доступными 300 видов медпомощи,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,11,0.2666666618088428,0.0880503096807882,0.2666666618088428,0.2134831433398561,0.06363636141487612,0.2134831433398561,0.385185181811797,0.24675324377804014,0.3407407373673526
И.о. президента Южной Кореи ушел в отставку,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,7,0.20297029248566328,0.05970148797177858,0.18316831228764346,0.23456789897805216,0.14354066812572974,0.23456789897805216,0.12676056201076175,0.05449591177601736,0.10563380144738149
Эксперт Барреро: вероятность повторного масштабного блэкаута в Испании мала,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,9,0.14983712863117926,0.03217157681863671,0.13680781267026726,0.23076922834648256,0.15789473479445987,0.21794871552596976,0.11282051081867193,0.06167400706010214,0.11282051081867193
Прокуратура Южной Кореи обвинила Юн Сок Ёля в превышении полномочий,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,10,0.19649122323028637,0.064139936930021,0.18245613551098813,0.16393442472453645,0.11659192707434293,0.16393442472453645,0.1666666646522039,0.108108106395179,0.1666666646522039
Верховный суд Южной Кореи не согласился с оправданием фаворита президентской гонки,tass,gpt,universal,tass_combined_gpt_01_05_12_05.csv,11,0.20392156403721654,0.05555555111111147,0.18823528952741267,0.20618556439579128,0.08130081086654775,0.20618556439579128,0.4132231367666144,0.30434782268431004,0.4132231367666144
